день безвылазный сидящий диджитале суперсложный рисовать хороший становить разбираться функционал думать;0
день движня перетаскивание мебель обратный уже знатный бесящий;1
день день ида дорогой;0
день звездный война смотреть старый трек;0
день карантин развлекаю ютуб адекватный ирландец играть отчаянный домохозяйка интересный;0
день лежать одеяло плакать;0
день любимый персонаж ритм страсть;0
день начнёшь пройдёт вставать вутра выполнять задание стикер получать собраться мысль выучить аааааааа любящий;0
день общаться неужели дажене скучать;0
день пересматриваю лечиться уже переходи точка невозврата;0
день победа путина пропахнуть;1
день пойти нахер;1
день понять мень комната воняет сигарета пот понимать вонять духов колотый фу;1
день правда прекрасный веселый радов мень появляться солнышко деланный жизнь яркий;0
день пытаться попасть почта вызывать курьер работать сойтись режим чс помин;0
день рассказывать родители уже девственник мень поздравить милый аххахаха;0
день рождение дочу роскошный женщина божеиня фотография сердечко рука голосовой дцать;0
день рождение замечательный;0
день рождение любимый девушка земля надеюсь наын продолжить сиять яркий деланный безумный любящий 💛;0
день рождение хороший мальчик тсукинага лео спустя любящий 💞💕;0
день рука приходящий вместо рисование черчение заниматься конспект формула прочий теоретический учеба;0
день свалилась дрыхнуть дурёха проспан почтичаса;0
день секта спустялет;0
день скучать карина;0
день толк поэтому купить себебанана фото уже вместо чипсы тп;1
день тренировать надоел уже;1
день уебанский дохуя бесящий холодный;1
день уже хорень;0
день ходящий лифчик супер супер кайфово;0
день человек интернет срутся работать бариста зашквар зашквар хотящий уже спрашивать надоесть;1
день шанс стать хороший окно теплый высыпающейся временный закрывать ближайший долгий учёбе ноооо;0
день яркий светить солнце птичка радостный щебечущий поесть скорый распущенные цветочек наступать лето ждущий;0
деньги гость некуда пойти;0
деньги кончать позор оставаться;1
деньги снятой антирусский фильм;1
деньги штраф пойти засуетиться;1
депрессивный нищий лох лола;1
депрессия пойти давать поспать;1
депуститутка яров уже пойти волонтер работать комунарку;1
дербанят задерживать бред несёшь рыть украина сунь давать имбецил имперский;1
держать курсы ебло ослиный;1
держать курсы отличный выспаться напиться чаемый отправиться прогулка мелочь;0
держать наркоман;1
держать наркоман уже клиника поехавший личность;1
держать обожаю хлоя офигенный программа хороший;0
держаться брателло;0
дерьмо;1
дерьмо редкостный;1
десятка гниющий труп находить грузовик похоронный бюро ньюйорка;0
детективный ау шавка пишть фанфик расследование убийство елемент слеша слеша почтенный польность совпадать реальность тк полный хикка мень подозревать;1
детка кайф;0
детка любящий увувушек❤💕💞💗💖;0
детский бляч;1
детский садовый;0
детство день мечтать стать балерина тренировать ставить ступня параллено стен итлге нучилась вчю жизнь мень коленный сустав смотреть сторона стопа хороший прессуху качать боже;0
детство дорогой мартин алексеевич придётгод вынужденный месяц возящий торф ухаживать клубничка яблонками сараев поставить загородка переломиться;0
детство мень хороший шанс сдохнуть🤪;0
детство скандал заставлять рыба особенный ебучую камбала ненавидеть сеять переносить вкус запах печень холодец бабушка готовить основ куриный лапка детство супер неприятный;1
детство стесняться проявлять внимание уметь извиняться;1
детство считать мень дочка называть доча рассказывать друг умный красивый хвастаться друг побеждать спрашивать скольким ребенок говоритсына дочка;0
дефективный;1
дешёвка абсолютный неплохой идёт пот уже бред начинать зашкаливать;1
джависты человек жадный противный;1
джам конечный любящий страпон;0
джаст сэй мень бесящий посол появление винчестер нож против демон напрочь забытый изгонять экзорцизм например освободжали живой человек;1
джебом христов ради отсталый мень;1
джедай маленький помнящий;0
дженей оу вау;0
джерард фрерардлет посол общение московский подружка ирл мень пизда заклинивших предложение джерард джерард фрерард фрерард ужасный;0
джисон вынести яркий света единственный спасение прогулка ночь минхо мечтатель;0
джисон думать остальной изменяться больший;0
джисон изменяться сталь крутой;0
джисон настолько умелый научиться пользоваться забытый дышащий;0
джисон проспорить должный написать левый номер сомнительный сообщение получать неожиданный ответ;0
джисон случилось котёнок;0
джису прекрасный настолько готовый упасть нога 😍🥺;0
джонары ненавидеть дистанционка;1
джонни проснётся пукнет ьляяять реакция маркий ненавидеть ааааа;1
дз открыть папка мильен папка мильен документ бесящий;1
диверсант насрали ковровый пентагон огого банальщина;1
диджитал сасаит ненавидеть уффы ыядвдыьжвв иьс;1
диды воевали─ внуков блядовали;1
дизайн наносить макет развертка;0
дизлакнула сообщение дм лиди;0
дикий бесящий;1
дикий бесящий будущий девушка тусуется мень познакомиться дама пизда за…;1
дикий бесящий будущий девушка тусуется мень познакомлюсьсразу дама пизда за…;1
дикий бесящий видимый фанат американский история ужас начинать смотреть го сезон ради коди ферна;1
дикий бесящий сми пропаганда радость подпитывать мировой правительство тип готовиться мир ранний уже бояться трясет заяц нора;1
дикий желание удалить вк день почтенный мень милый чел пишть полчаса неправильный обиженный;0
дикий любящий фильм гордон огонь притон уже разделить любовь😂😭;0
дикий лютый раздражать снисходительный поучающий обращение ребенок подростковый простой тихий звереть начинать;1
дикий мерзкий тема;1
дикий орало вывеска сосисочный дофига городов крайний мера ходящий;1
дикий плюсую ажа бесящий наруто наруто должный произведение конечный стоящий деланный наруто икона;1
диктатор снег зимой выпросить хрен скольким дворцовый европах америках скупать скольким миллиард разворовать враньё воровство коррупция скрепа россия;1
динамика вирус ноль сидящий дом трусящий;0
динамика коронавирус обращение путина завершение отопительный сезон аудиодайджест владимирский новость;0
дино дама господин хотеть дикий биполярочник мень насрать;0
дино послать душнила хахаха;1
директор аэрофлот заявленной природа отрегулировать численность население планета бред заявлять директор;1
диск удача пожелать ивл;0
дистанционка бесящий мень послать;1
дистанционка говняный говно жизнь ибо сайт зависать учитель отправлять голосовой видео физ ры регистрироваться наразных сайт благодаря почта придть реклама подгузник проводить компечасов хочть убивать;1
дистанционка дистанционка пойти задавать куча задание онлайн уебу 👺👺👺;1
дистанционка надоел уже;1
дистанционка пизда оценка ставить право качать пойти;1
дистанционка пойти;1
дистанционка пускать тихий омут провалиться доставать всёёёёё;1
дистанционный обучение говно говно;1
дистанционный обучение изоляция проходящий нормальный;0
дистанция както болееменее нормальный вчера супермаркет умудриться отрыть работающий касса образ очередь получается практический вплотную стоящий друг друг хочться держать дистанция получаться;0
дичайший бред;1
длится неделя видимый коммент заходящий твитт порой публикую долгий видимый удалять пост энгейджмента пустота пишть цифра картинка неверный внутри твитты видимый уведы придть твиттером;0
дневник самоконтроль уже неделя заполняю отправляю физручке;0
днём ненавидеть больший;1
днём рождение дорогая❣;0
днём рождение дорогой 🥺🍓✨💚;0
днём рождение лео кун ❤️⭐️;0
днём рождение прекрасный вижуалку любящий;0
днём рождение тебя🌻;0
днище днищенский нагрубить хочть язык поворачивающимися человек наказывать небезразличие право право конченый клуб;1
дно деланный завтра умерший;0
днокласснику прислать судящий реакция деланный горев бляяяяять;1
добавим проблема кишечником трицикликов срк продукт тип белый хлеб бобовый иначе охуею жизнь;0
добавлять музыка;0
добавок ко подпеваю астро пипец хан горло;0
добиваешься;0
добро пожаловать древний студенческий тусовка чемы ктото пытаться побить джерард бешеный бойфренд хороший друг;0
добрый агрессивный готовый ездящий пизделовки секунд;0
добрый день желать;0
добрый любящий перайю больший жизнь лучший мальчик заслуживать целый мир больший;0
добрый любящий фэтгама отправлять твит;0
добрый ночь;0
добрый пишущий заслужить пойти;1
добрый утро дистанционки пойти;1
добрый утро короткий 😁;0
добрый утро любящий леви;0
добрый утро ненавидеть дом семья жизнь;1
добрый утро солнце;0
добывать отличница пот пизда пойти пот вполучше становить авытягиваю хороший предмет стараться пытаться опустить;0
доверять государство шутка посол государство повышать налог ухудшать медицина;1
довольный доведенные садиться рисовать;0
довольный неприятный;1
довольный разнообразный перс противный намный больший;1
довспоминалась случай курсы дорогой шутник пойти гулять девочка;1
довспоминалась случай курсы дорогой шутник пойти гулять девочка которо…;1
договариваться встречать девочка забирать альбом приехать центр спрашивать стоящий пишть дом улица теплый прочий темп точный начинать ненавидеть человек стан одинокий чайка;1
договариваться женя заказывать сушь черногорск питер сидящий 👌;0
догонять традиция япония мужчина общаться девушка ужинать платящий девушка завуалировать альфонс;0
догуляться дебил мёртвый значащий тварь деньги верящий;1
доделать отправлять ужепопытка исправленный отчёт преподавательница биология;0
доделать срочный задание смореть наруто чиллиться родители завтрашний день;0
доебался мень хотеть материть абсолютный случай сильный начинать ненавидеть понимать человек нравиться простой начинать загоняться ненавидеть черта характер;1
дождаться блин;0
дождаться мальчик;0
дождаться орь твиттер насчёт смерть;0
дождаться пидоры;1
дождаться пойти волна волонтер просьба поддерживать издательство 🤣🤣🤣 ажа прослезить одный пост государство понимать спасать издательство;1
дождаться появление;0
дождь доставать;1
дождь кайфонула🤤 любящий смотреть сериал улица ливень пить горячий чай🥺 имеющегося энергетик чувствовать перезаряку сила эмоций🌼;0
дождь пошёл 😳🌧️;0
дождь яндекс проводить благотворительный музыкальный марафон поддержка медик работать передовой;0
дожидаться ответ соловьёва подводящий итог хотеть становить совершенный очевидный уже посол раунд зубов оказался тролль дотационный бюджетный деньгососу канал россия;1
дозвониться мфц тетка спрашивать указывать прописка думать убытие действительный означать убытие бесящий сраные мент пишть отписка;1
доказуху псевдодоктор зассал призвал свора псиный отмазывание видный;1
доклад деланный многий мень типо болеть нога рука голова разрешать сидящий пишть доклад реферат;0
доктомаста отвратительный;1
доктор хаус отсмотрен любящий;0
документ рассказывать переданное показание счетчик выходящий дом;0
долбаёб болгарский петух;1
долбаебка сидящий рев свидание отвратительный;1
долбанный тупой идиот придурок выдрать листьев вспомнить суицидник недоделанный нахрена решать поступать объяснять пожалуйста господин;1
долбодина лечиться;1
долбоебизм головной мозги;1
долбоёбка закрыть шарящий пиздишь;1
долбоёбы семейство вто…;1
долбоебы телек начинать пышный девушка интересовать противоположный полый;1
долбоящеры комментарий накраситься неухоженный;1
долгий аааа ненавидеть учиться уже столько продолжается говно;1
долгий выпивать коф любящий вкус коф стараться баловать хотящий вкусный заточить;0
долгий дружащий;0
долгий думать стоящий пишущий ненавидеть общий речь написать личный займёт столько ресурс скольким простой;1
долгий летать облако;0
долгий поддерживаю бесящий безолаберщиной отношение крипто контент 🤬;1
долгий расшифровать своё;0
долгий сидящий дом больший комплекс мень появляться;0
долгий смотреть мень быстрый бесящий начинать ухоженный стрим;1
долженрублей ✌️;0
должный вариант нравиться больший;0
должный гордиться добрый несмотря отношение;0
должный илеально красивый шрифт картинка выравнивание текст сочетание цветок 👺👺👺👺👺👺;0
должный интересовать волос хочть деланный позвонить мама;1
должный наглый нравиться люк арнольд ужасный милый удивительный сильвер убедительный гаденыш;0
должный ненавидеть мать виноватый бедность сука ебучая виноватый рожать жилой мать пробабкой тупой скотина тварь думать должн;1
должный перепроходить сезон посидеть люци должный перепроходить сезон посидеть люци должный перепроходить сезон посидеть люци;0
должный перепроходить сезон посидеть люци н…;0
должный пишущий должный деланный порядок сука считать мень нытик проебал половина друг человек итог простой послать мень;1
должный понять;0
должный реальный тупой догадаться хотеть любой случай тупой;1
должный родиться беларусь любящий картофель приготовление;0
должный точный;0
должный уже начинать готовить;0
должный упасть нога мень отдавать художка иначе уметь рисовать трудов;1
дом божеомолов раздражать ксения собчак;1
дом выходящий уже должный;0
дом мень ненавидеть слушать ухоженный;1
дом навел отвратительный чистый порядок;1
дом сидящий крутой дистанц задавать столько вынужденный простой строчить целый день дз практический;0
дом сидящий человек бесящий сильный сто;1
дом собственный готовить дрожащих качество;0
дом фу убирать;1
дом хороший ненавидеть уставать деланный поддерживать отвратительный;1
дом хороший сидящий свидание;0
домашка пойти;1
домашний дом выходящий;0
домашний котенок щас взвыть;0
домашний плохой мытье посуда глажка мытье посуда идеальный результат достигнута простой глажка порой скольким ебаться складка равный оставаться;1
домик аида эмо пытаться мень переубедить;0
домитинговались дебил инфантилы фернём ссср плюс заболевший коронавирус северный осетия тупорылый;1
домой приходить загон;1
донбасс лизал задница гитлер благодарить упа октябряг;1
донбасс человек оскотинившийся скотобыдло русня;1
донна ноубл заслуживать посметь поступать ненавижуона спасать планета вселенный вспомнить доктор;1
донхэ;0
донхэ спалить;0
допизделся шутка антисептик превращать рука змееиную кожа тип сушь;1
допить коф горячий;0
допить любящий;0
доплачивать врач работа условие пандемия;0
доподлинный неизвестный каков впечатление минхёка россия наверняка запоминать андрюха парень;0
допустимый умный вещий равный псина;1
дорабатываю остаток работа офис отвратительный коф отвратительный музыка внезапный отчий отвратительный захотеться жилой каблучок мокеяш;1
доработанный немногий;0
дорогой;0
дорогой астролог хватить раскрывающаяся карта скорпион спасибо;0
дорогой ребята приветик тупой синий курица снятой лайка поживать надеюсь замурчательно;1
дорогой ректор пойти надолго;1
дорогой съесть пожалуйста;0
дослушать мень точный пойти кровь ухо;1
досмотреть аниму фильм филлер;0
досмотреть встречаться вновь;0
досмотреть потрясающий концепция споткнувшийся концовка;0
досмотреть титосов сука занимать;0
досмотреть фильм тодоренко нравиться вывод;0
досмотреть элита кст;0
доставать бесконечный блокировка жалоба звезда трудящийся спам итд решать слать ответку;1
доставать боже;1
доставать вкрай решать деланный дом сидящий больший;1
доставать всякий провоцирующий агрессия малолеток лента думать отвечать итог простой чс кидать листаю;1
доставать деятель получать ящик печень бочка варение захлопнуть пасть сидящий;1
доставать жаловаться инстаграм плохой;1
доставать карантин ааааааааа;1
доставать карантин антисептик скупать салфетка маска рука заставлять мыть посекунд;1
доставать карантин антисептик скупать салфетка маска рука заставлять мыть посекунд шашлык пр…;1
доставать коронавирус телодвижение политик …;1
доставать лидер;1
доставать небулайзер простой угадать случилось;1
доставать орущий сверху ребенок;1
доставать пекаль действовать валя вязаный иначе доставать;1
доставать пойти мусор повыкидывать надеюсь пропуск;1
доставать проект;1
доставать распродажа рубль мень получать пускать покупка туалетный рулон греча патрон;1
доставать реклама звонящий сюда больший;1
доставать родичи неделя живть разный смена ночной дневной смена день;1
доставать селфи палка подключать фотка просить;0
доставать срачи;1
доставать срачи стэнками эльф;1
доставать старуха постоянный едете;1
доставать стереометрия;1
доставать телепидоры;1
доставать толстолобые мыслитель судящий коммунизм ссср ребята коммунизм потрудиться прочи…;1
доставать трупак разделывать попутный рассказывая упавший экономика распиздяи;1
доставать уже жилой;1
доставать уже кроящий фальсифицировать школа прогуливать подворотня;1
доставать уже орь дурак пытаться строящий великий сатирик шутка тупой;1
доставать уже татарин оккупант крым приходить перерезать христиан остальной обращать рабство устроено крым перевалочный пункт работорговля протяжение век грабить земля угонять рабство посеять получать;1
доставать уже 🤦‍♂️;1
доставать хейтить самооценка клоун;1
доставать хотящий пополнять баланс жизнь;1
доставать чета;1
достаточно мрачный антиутопия кринжовый развязка;0
достаточно написать едросс вместо чмо;1
достаточно частый обращаться прошлый интересный мень любовь отп персонаж военный связанный друг эмоциональный уровень обычный разный сторона баррикада;0
достижение целый стараться упорный трудиться трудов выловить рыбка пруд;0
достоверность событие костюм здание длс оружие бижутерия правда скорый слышащий видимый;0
достоинство особенность отчасти любящий;0
дохера умный комментатор пишть акула млекопитающий;1
дохлый русне посол речь нация собираться лидер отставив сторона противоречия;1
доход человек падать нефть падать рубль падать рейтинг власть падать;0
доходящий отсутствие форвард мус дыра закрывать;0
доходящий серия боулинг простой лег полый рыдать;0
дочитывать пес 😂;0
дочитываю фф музана танджиро;0
дочка путина исправлять генов скандал тодоренко собчак захарово помощь;0
дошёл бандитский петербург;0
драко держаться старичок;0
драко постель ммм любящий грязнокровку;0
драко сонный ч видимый гарри подумать;0
драко хороший сохраниться гарри поттер проклятый дитя;0
драугры собираться проснуться спиздил книжка;0
дрочеры поход положении😂😂😂;1
друг;0
друг видимый автомат поехать озеро озеро груда кирпич;0
друг вирусолог вылечить 😔;0
друг внимание далее информация диверсионный школа деятельность подлец приписать советский союз;1
друг внимание далее информация диверсионный школа деятельность подлец приписать советский союз подлец снятой лживый пасквиль фильм правдивость поверенный многий человек внимание сволочь;1
друг герой больший любящий их❤ навеки моём сердешке;0
друг довольный открытый творческий;0
друг друг;0
друг друг друг закрывать страница шкура чс мень кинуть;1
друг друг лайкать отсылать всякий чмафки луч добро ууиии ❤️❤️❤️;0
друг друг находить любящий 🥴;0
друг дружков дружочек;0
друг задрот поговорить нормальный агама угу пошёл;1
друг зачитать;0
друг зовёт дом кобулети 💔💔💔;0
друг зовущий;0
друг испания;0
друг криптовалюта биткоин совершать прыжок оправдана прогноз пошёл высокий коснуться шипов линия сопротивление глобальный треугольник высота зависимость биржа хороший знак;0
друг лезет дебил сожр;1
друг натурал выщипывать бровь деланный маска брить д девушка приятный выглядить подобающий;0
друг портрет ваший герой выходящий балкон;0
друг предлагать допить бутылка самогон предлогов ладный осталосьто ведущий оставаться больший дохуя;0
друг прислать мкад почтенный;0
друг просить ретвита участие опрос радов апшим;0
друг путина коронавирус пострадать наоборот умножать состояние остальной кремль насрать добавил дмитрий песков;1
друг сидящий поёт;0
друг сталь друг друг семьёй счастливый друг друга💜;0
друг уже молчащий уточнение;1
друг умерший врач смочь сила бросать боже решать;0
друг чимина важность почтенный чонгук тэхён рассказывать невзаимный чувство чонгуку красивый нравиться чонгуком радоваться простой чимин уметь хороший когото;0
друг 🙃 наслаждаться момент жизнь грусть ❤️я ❤️;0
дружащий джисоном хёнджином почтенный жизнь;0
дружелюбный милый пупс любящий обниматься стараться поддерживать разговор;0
дружков реальный презирать россия россиянин жалкий простой человек;1
дрянь мерзотный надеюсь хватит ивл;1
дрянь россиянин пытаться указывать разоблачать враньё необходимый пример;1
думаеш корм хороший;0
думать берлин мерзкий самолюбивый говно хватать палермо простой побит рекорд мразотность;1
думать биас ответ простой ким тэхён милый сексуальный голос сла…;0
думать биас ответ простой ким тэхён милый сексуальный голос сладкий мёда сильный любящий арми слово научить малыш арми простой ким тэхён;0
думать вау классный мень маленький друг пот вспоминать чмо закомплексованный;1
думать взбить быстрорастворимый коф сахаров фу;1
думать видео чимина пушистый облачко каштановый волос похожий маленький котенок хочть сильный обнимать потьомать скучать 😭;0
думать восторг испытывать сериал дура🤣 смотреть книга читать;0
думать выбирать курсы;0
думать вынуждаю общаться типо навязывать;0
думать должный выглядящий;0
думать друг друг друг друг отписываться собираться;0
думать женщина мозги табуретка чё понимать;1
думать жестокий семья скорый проблема;0
думать завтра потерять настрой нормальный нормальный подучиться;1
думать завязывающаяся взаимоотношений ми мень бесящий;1
думать заняться диплом английский доп школа итог мень заебало пойти спать;1
думать захотеть гулять ктото класс;0
думать игра графика говно ремастереда многий прохождение куплинова должный отмечать графоний нормас игра русский;1
думать интересный совпадение любящий английский;0
думать истота примитивный большинство прочий имеющегося закопать новорожденный котенок завезти собака оправдана ожидание относиться животный ресурс ребенок почтенный относиться ненавидеть;1
думать личинка катя обоженавший своё налет айподах рок н ролл отплясывать рублёвке гэбистами;1
думать маленький тратящий делиться вещь итог пишть вк твиттер;0
думать многий балловый терять химия;0
думать надеяться 🤞;0
думать написать типо быдло пойти;1
думать насколько быстрый тэг ерселф перепостят групки вк указание авторки откусить жопа;0
думать настолько тварь моральный уродов издеваться;1
думать нетфликс подписываться вов потянуть;0
думать огэ;0
думать отличный день напомнить фикбуке среди прочий мень милый короткий фанфик🥺;0
думать охуенный применимый практик диплом написать пишть;0
думать певица голос особый любящий;0
думать педаль синтез ставить кстати;0
думать переиграть;0
думать перестать плакать перфомансом литл фингс;0
думать питающий слабость джа половина дерьмо предстоящий пережить юношеский простой наивный проблема груз событие разбитый сердце хотящий защищать;0
думать посол дача приехать упаковать подарочек собирать нормальный итог приходить домой лег лежалый;0
думать потыкаюсь пара;0
думать пригожину работа набирать конченый обязательный условие;1
думать просмотр отборочный конкурс евровидениев республика беларусь веселый развлекаться;0
думать простой эксплуатация одный кошка найдёт удобный выгодный немножко любовь;0
думать процесс осветление скорый окончательный результат 🤔;0
думать разный персонаж поход простой выбирать либо парень либо девушку… ибо прямой одинаковый;0
думать разумный;0
думать рассказывать юный твиттер бубльгум ржущий подобный мемов;0
думать рэйкане джин бесящий нормальный зарисовки блин жалкий драббл;1
думать саске помирать киба отвал горячий мир;0
думать сбивать бояться вша проскочить насрать всерьез воспринимаемая шавка радоваться постоять слон потявкала раздавить;1
думать соврать физика мень грузить инет сила слушать бред;1
думать турецкий военный лётчики небо сирия рисовать путинский вояки сердце ошибаться серд…;1
думать уверенный откладывать наплевать карантин улетающих маёвку ебанулся дорогой;0
думать уже переболеть помнящий осень сильный температурящий кашель;0
думать уже перестать вспоминать 😬;0
думать уничтожь уничтожь;0
думать фильм бывать ситуация знакомый встреча привет красавица полный серьёзе поворачиваться обращаться;0
думать френк топ тварь;1
думать хладнокровный злой хотеть понимать ненавидеть браконьер;1
думать хочть заниматься пойти;0
думать цветочек торт сердце начнёт таять ошибаться;0
думать чай умаров камера черта апероль;0
думать человек риль верящий бред мышка;1
думать человек сильный ненавидеть кулич лента попробовать московский вол;1
думать человек странный смотреть итог э…;0
думать шутить;0
думать шутить фобия;0
думать щас мень соседка шутка называть губашлёпиком хз вроде называться фунакачала эхо разница возраст;0
думать японец извращенец япония империалистический япония ведущий агрессивный война обманули еврей американец уродов левый;1
дура ненавидеть встречать умоляю добей мень мучай;1
